customer_id,signup_date,churn_date,plan,country,age,monthly_fee,payment_method,acquisition_channel,contract_type,support_tickets,login_frequency,days_since_last_login,churn_flag,status,annual_revenue
C02770,2025-04-23,2025-11-21,Standard,India,22,49,PayPal,Organic Search,Monthly,3,10.38,11,1,Churned,588
C02771,2025-03-04,2025-11-28,Basic,India,30,19,UPI,Organic Search,Monthly,5,9.79,24,1,Churned,228
C02772,2026-06-03,,Premium,Canada,19,99,UPI,Social Media,Monthly,2,9.68,17,0,Active,1188
C02773,2025-01-17,,Standard,Canada,44,49,PayPal,Organic Search,Monthly,1,11.17,30,0,Active,588
C02774,2024-07-22,,Standard,United States,32,49,PayPal,Email,Monthly,1,21.3,10,0,Active,588
C02775,2026-03-17,,Basic,United Kingdom,18,19,Debit Card,Email,Monthly,1,8.19,25,0,Active,228
C02776,2024-08-29,2024-11-02,Basic,India,30,19,Credit Card,Organic Search,Monthly,0,17.62,16,1,Churned,228
C02777,2024-11-02,,Premium,Germany,63,99,Debit Card,Email,Annual,2,8.64,31,0,Active,1188
C02778,2025-07-31,,Premium,Canada,28,99,PayPal,Referral,Monthly,1,12.81,13,0,Active,1188
C02779,2025-09-06,,Premium,Australia,23,99,PayPal,Organic Search,Annual,0,7.73,30,0,Active,1188
C02780,2025-01-23,,Basic,Canada,30,19,UPI,Email,Annual,5,9.46,27,0,Active,228
C02781,2026-06-05,,Standard,Australia,47,49,UPI,Organic Search,Monthly,0,10.51,20,0,Active,588
C02782,2025-06-01,,Basic,Canada,63,19,UPI,Partner,Monthly,2,4.97,18,0,Active,228
C02783,2025-12-21,,Premium,Canada,25,99,PayPal,Social Media,Annual,6,17.14,11,0,Active,1188
C02784,2025-02-17,,Basic,United States,21,19,PayPal,Social Media,Annual,2,11.02,16,0,Active,228
C02785,2026-02-26,,Basic,Canada,61,19,UPI,Referral,Monthly,0,16.69,22,0,Active,228
C02786,2026-01-16,,Premium,Australia,24,99,Debit Card,Partner,Monthly,2,15.03,1,0,Active,1188
C02787,2025-06-17,,Basic,India,48,19,Credit Card,Partner,Monthly,2,7.86,1,0,Active,228
C02788,2025-11-23,,Basic,Australia,48,19,Credit Card,Organic Search,Annual,0,8.35,3,0,Active,228
C02789,2026-03-07,,Standard,India,22,49,Credit Card,Social Media,Monthly,4,6.7,5,0,Active,588
C02790,2024-12-23,,Standard,Australia,36,49,Credit Card,Paid Search,Monthly,0,20.73,12,0,Active,588
C02791,2026-03-29,,Standard,Canada,47,49,PayPal,Organic Search,Monthly,4,16.14,7,0,Active,588
C02792,2026-05-01,,Basic,Canada,37,19,UPI,Email,Monthly,3,0.0,1,0,Active,228
C02793,2026-02-27,2025-12-31,Basic,Canada,54,19,UPI,Referral,Monthly,2,20.03,5,1,Churned,228
C02794,2026-05-07,,Standard,United Kingdom,61,49,UPI,Organic Search,Monthly,1,16.27,14,0,Active,588
C02795,2025-06-09,,Standard,United States,27,49,Debit Card,Referral,Monthly,3,16.55,8,0,Active,588
C02796,2025-09-29,,Standard,United States,35,49,Debit Card,Paid Search,Monthly,1,17.41,1,0,Active,588
C02797,2025-05-16,,Basic,United States,45,19,Debit Card,Referral,Annual,1,13.56,11,0,Active,228
C02798,2025-04-03,,Standard,Germany,37,49,UPI,Organic Search,Annual,0,15.67,5,0,Active,588
C02799,2026-03-22,,Premium,United States,53,99,UPI,Email,Annual,3,14.6,12,0,Active,1188
C02800,2024-09-07,,Basic,Australia,23,19,Debit Card,Paid Search,Monthly,2,7.27,4,0,Active,228
C02801,2024-06-06,,Standard,Canada,33,49,UPI,Organic Search,Annual,3,11.17,15,0,Active,588
C02802,2025-06-25,,Standard,United Kingdom,60,49,Debit Card,Social Media,Monthly,0,17.18,35,0,Active,588
C02803,2026-03-14,,Basic,Canada,34,19,Debit Card,Partner,Monthly,0,15.61,18,0,Active,228
C02804,2026-01-08,,Premium,United States,47,99,Debit Card,Email,Monthly,3,14.07,1,0,Active,1188
C02805,2026-05-01,,Basic,India,18,19,Debit Card,Paid Search,Annual,3,7.92,12,0,Active,228
C02806,2024-05-01,,Standard,United Kingdom,30,49,UPI,Social Media,Annual,5,9.58,21,0,Active,588
C02807,2026-03-26,,Basic,Canada,40,19,Debit Card,Email,Monthly,1,11.2,8,0,Active,228
C02808,2024-06-27,,Basic,Canada,58,19,Credit Card,Partner,Monthly,2,7.87,19,0,Active,228
C02809,2024-07-07,,Basic,Germany,35,19,PayPal,Paid Search,Monthly,1,13.74,33,0,Active,228
C02810,2024-09-04,,Premium,United States,29,99,Debit Card,Social Media,Monthly,1,18.35,24,0,Active,1188
C02811,2024-07-31,,Basic,Canada,22,19,UPI,Organic Search,Monthly,3,10.98,9,0,Active,228
C02812,2025-08-26,2025-11-26,Standard,United Kingdom,63,49,Debit Card,Email,Monthly,3,10.04,12,1,Churned,588
C02813,2024-12-09,,Standard,India,32,49,UPI,Social Media,Annual,4,13.59,4,0,Active,588
C02814,2024-07-21,,Standard,Germany,52,49,Credit Card,Partner,Annual,1,11.33,9,0,Active,588
C02815,2024-08-19,,Basic,United Kingdom,23,19,UPI,Organic Search,Monthly,1,13.37,24,0,Active,228
C02816,2026-05-25,,Standard,Germany,29,49,UPI,Social Media,Monthly,4,18.56,22,0,Active,588
C02817,2026-02-13,,Basic,Canada,28,19,Debit Card,Email,Annual,2,11.53,20,0,Active,228
C02818,2026-02-04,,Basic,Canada,64,19,Debit Card,Partner,Annual,2,15.84,1,0,Active,228
C02819,2024-10-19,,Premium,India,50,99,Debit Card,Partner,Annual,2,14.86,8,0,Active,1188
C02820,2025-08-03,2025-09-22,Standard,United Kingdom,58,49,Debit Card,Organic Search,Monthly,0,7.23,10,1,Churned,588
C02821,2024-05-18,2024-12-01,Basic,United Kingdom,43,19,Debit Card,Organic Search,Monthly,1,2.81,28,1,Churned,228
C02822,2025-06-08,,Basic,Canada,60,19,PayPal,Partner,Annual,3,15.35,20,0,Active,228
C02823,2024-08-04,2025-01-22,Basic,United States,47,19,Credit Card,Social Media,Monthly,0,10.44,14,1,Churned,228
C02824,2025-11-06,,Premium,Canada,29,99,PayPal,Partner,Annual,3,16.34,1,0,Active,1188
C02825,2026-05-20,,Premium,United Kingdom,34,99,Credit Card,Email,Annual,1,10.68,10,0,Active,1188
C02826,2024-04-21,,Standard,Canada,50,49,Debit Card,Partner,Monthly,2,2.13,11,0,Active,588
C02827,2026-04-12,,Premium,Canada,33,99,UPI,Paid Search,Monthly,2,0.0,25,0,Active,1188
C02828,2025-04-06,2025-07-07,Standard,United States,63,49,PayPal,Organic Search,Annual,3,21.03,17,1,Churned,588
C02829,2026-05-15,,Basic,Canada,49,19,Credit Card,Email,Annual,5,20.22,24,0,Active,228
C02830,2025-01-13,,Standard,Canada,57,49,PayPal,Email,Monthly,2,8.85,28,0,Active,588
C02831,2024-08-23,,Basic,Germany,51,19,PayPal,Email,Annual,2,11.64,28,0,Active,228
C02832,2026-05-10,,Basic,Australia,26,19,Debit Card,Partner,Annual,2,12.54,8,0,Active,228
C02833,2025-07-04,,Standard,United States,61,49,Credit Card,Referral,Monthly,2,19.48,25,0,Active,588
C02834,2026-01-01,,Standard,United Kingdom,60,49,Debit Card,Paid Search,Annual,2,14.68,1,0,Active,588
C02835,2024-09-20,,Basic,Australia,34,19,Debit Card,Paid Search,Annual,2,11.74,3,0,Active,228
C02836,2026-01-18,,Standard,United Kingdom,41,49,Credit Card,Paid Search,Annual,3,19.6,23,0,Active,588
C02837,2024-09-28,2025-08-18,Basic,United Kingdom,61,19,UPI,Partner,Monthly,1,12.3,18,1,Churned,228
C02838,2024-03-22,,Basic,United Kingdom,47,19,Debit Card,Partner,Annual,1,12.29,5,0,Active,228
C02839,2026-03-05,2025-12-31,Standard,Australia,54,49,UPI,Partner,Monthly,1,2.56,16,1,Churned,588
C02840,2025-12-18,,Basic,Germany,40,19,UPI,Partner,Annual,4,13.68,1,0,Active,228
C02841,2024-07-19,,Standard,Germany,23,49,UPI,Paid Search,Annual,2,8.27,19,0,Active,588
C02842,2025-08-30,,Basic,Germany,25,19,PayPal,Organic Search,Monthly,1,8.02,16,0,Active,228
C02843,2024-05-23,2025-02-04,Basic,India,29,19,PayPal,Social Media,Monthly,2,14.43,9,1,Churned,228
C02844,2025-03-19,,Basic,Germany,59,19,Debit Card,Referral,Monthly,2,5.83,40,0,Active,228
C02845,2024-03-30,,Basic,Canada,29,19,PayPal,Paid Search,Monthly,1,20.85,16,0,Active,228
C02846,2025-01-29,,Standard,Australia,24,49,Debit Card,Partner,Monthly,0,5.71,12,0,Active,588
C02847,2025-07-19,2025-11-02,Standard,Canada,21,49,Credit Card,Partner,Monthly,1,5.57,1,1,Churned,588
C02848,2024-09-15,,Basic,United States,53,19,Debit Card,Social Media,Monthly,1,9.17,27,0,Active,228
C02849,2025-10-17,,Basic,Australia,42,19,Credit Card,Email,Monthly,3,15.91,27,0,Active,228
C02850,2024-07-23,,Standard,Germany,31,49,Credit Card,Email,Monthly,1,13.51,15,0,Active,588
C02851,2025-05-16,,Basic,Canada,40,19,Debit Card,Paid Search,Monthly,1,8.33,23,0,Active,228
C02852,2026-03-08,,Basic,Germany,52,19,Credit Card,Social Media,Annual,2,8.77,27,0,Active,228
C02853,2026-01-09,,Premium,Australia,34,99,Credit Card,Email,Annual,1,7.14,14,0,Active,1188
C02854,2025-08-30,,Standard,Australia,56,49,Debit Card,Paid Search,Monthly,2,10.68,26,0,Active,588
C02855,2025-01-10,,Basic,United Kingdom,56,19,Debit Card,Referral,Annual,3,10.82,26,0,Active,228
C02856,2025-04-09,2025-07-16,Basic,Canada,35,19,PayPal,Referral,Monthly,1,17.41,30,1,Churned,228
C02857,2025-08-17,2025-09-22,Standard,India,45,49,UPI,Partner,Monthly,1,14.73,4,1,Churned,588
C02858,2025-06-28,,Standard,Australia,34,49,Credit Card,Paid Search,Monthly,2,13.34,32,0,Active,588
C02859,2024-03-01,,Basic,India,22,19,Credit Card,Organic Search,Annual,0,11.83,25,0,Active,228
C02860,2025-12-24,2025-12-31,Basic,United States,55,19,Debit Card,Email,Monthly,2,22.29,14,1,Churned,228
C02861,2024-03-23,,Standard,United Kingdom,43,49,Debit Card,Organic Search,Annual,2,13.52,1,0,Active,588
C02862,2026-03-13,2025-12-31,Basic,India,49,19,Credit Card,Paid Search,Monthly,2,9.36,7,1,Churned,228
C02863,2025-05-01,,Standard,Australia,49,49,PayPal,Paid Search,Monthly,0,25.54,22,0,Active,588
C02864,2026-01-03,,Basic,United Kingdom,34,19,Debit Card,Organic Search,Annual,0,6.52,14,0,Active,228
C02865,2025-06-08,,Premium,Australia,21,99,Credit Card,Email,Annual,2,11.75,14,0,Active,1188
C02866,2024-12-06,,Standard,Australia,48,49,Credit Card,Organic Search,Monthly,1,10.77,23,0,Active,588
C02867,2026-02-18,2025-12-31,Basic,United States,22,19,Debit Card,Social Media,Monthly,1,12.13,10,1,Churned,228
C02868,2024-06-15,,Basic,Canada,25,19,PayPal,Social Media,Monthly,1,5.6,14,0,Active,228
C02869,2026-03-30,,Standard,Canada,18,49,UPI,Organic Search,Monthly,3,18.23,25,0,Active,588
C02870,2024-08-08,,Standard,India,52,49,UPI,Social Media,Monthly,1,18.03,31,0,Active,588
C02871,2024-03-08,,Basic,Canada,33,19,Debit Card,Social Media,Monthly,1,6.3,11,0,Active,228
C02872,2026-05-05,,Standard,Canada,19,49,UPI,Social Media,Monthly,1,12.15,25,0,Active,588
C02873,2025-01-02,,Premium,Germany,23,99,UPI,Paid Search,Monthly,2,3.99,21,0,Active,1188
C02874,2025-04-24,2025-06-16,Basic,India,60,19,PayPal,Referral,Monthly,0,18.61,12,1,Churned,228
C02875,2026-04-12,,Basic,Germany,36,19,PayPal,Paid Search,Annual,0,12.77,16,0,Active,228
C02876,2026-02-02,,Standard,Canada,63,49,PayPal,Paid Search,Monthly,4,12.56,5,0,Active,588
C02877,2024-07-30,,Standard,India,23,49,PayPal,Organic Search,Monthly,5,12.4,28,0,Active,588
C02878,2025-01-15,,Basic,Germany,20,19,PayPal,Partner,Monthly,3,17.93,1,0,Active,228
C02879,2026-01-22,,Standard,India,56,49,Debit Card,Organic Search,Monthly,0,19.48,23,0,Active,588
C02880,2024-08-10,,Basic,Canada,52,19,UPI,Referral,Annual,0,15.35,10,0,Active,228
C02881,2025-04-03,,Premium,Germany,36,99,PayPal,Partner,Monthly,2,26.07,29,0,Active,1188
C02882,2025-10-24,,Standard,Canada,30,49,PayPal,Partner,Annual,6,13.37,11,0,Active,588
C02883,2025-01-05,,Premium,United Kingdom,58,99,Debit Card,Referral,Annual,0,9.72,24,0,Active,1188
C02884,2025-07-31,,Basic,Canada,58,19,PayPal,Referral,Monthly,0,13.06,1,0,Active,228
C02885,2024-12-05,2025-02-20,Premium,Germany,22,99,Credit Card,Referral,Monthly,4,3.13,4,1,Churned,1188
C02886,2024-12-22,,Standard,India,26,49,UPI,Organic Search,Monthly,5,11.8,4,0,Active,588
C02887,2025-02-28,,Basic,India,35,19,PayPal,Paid Search,Monthly,0,10.98,14,0,Active,228
C02888,2026-03-06,,Standard,United States,56,49,PayPal,Social Media,Annual,1,1.62,9,0,Active,588
C02889,2024-03-23,,Premium,Canada,33,99,UPI,Organic Search,Monthly,2,6.31,19,0,Active,1188
C02890,2026-05-24,,Basic,Canada,63,19,Debit Card,Social Media,Monthly,3,17.48,31,0,Active,228
C02891,2024-12-05,,Standard,India,32,49,Debit Card,Organic Search,Annual,2,15.96,19,0,Active,588
C02892,2026-04-25,2025-12-31,Premium,Australia,24,99,UPI,Social Media,Monthly,3,11.66,14,1,Churned,1188
C02893,2024-03-01,2025-11-03,Standard,Canada,61,49,UPI,Organic Search,Monthly,2,19.75,16,1,Churned,588
C02894,2026-05-10,,Standard,India,19,49,PayPal,Email,Monthly,1,4.18,5,0,Active,588
C02895,2024-06-19,,Standard,United States,62,49,PayPal,Email,Monthly,0,23.18,4,0,Active,588
C02896,2024-04-08,,Basic,Germany,27,19,UPI,Referral,Monthly,4,14.68,10,0,Active,228
C02897,2025-02-20,,Premium,Canada,42,99,Credit Card,Organic Search,Monthly,3,14.3,17,0,Active,1188
C02898,2025-12-26,,Basic,United States,45,19,Debit Card,Social Media,Monthly,1,18.25,1,0,Active,228
C02899,2024-05-23,,Basic,United States,23,19,Credit Card,Referral,Monthly,2,15.77,13,0,Active,228
C02900,2024-11-06,,Basic,Australia,18,19,Debit Card,Email,Monthly,3,17.25,5,0,Active,228
C02901,2025-08-01,,Premium,Germany,26,99,Debit Card,Partner,Monthly,3,18.29,19,0,Active,1188
C02902,2024-04-21,,Premium,Australia,46,99,Credit Card,Partner,Annual,1,4.38,26,0,Active,1188
C02903,2025-04-14,,Standard,Germany,64,49,UPI,Paid Search,Monthly,2,8.7,15,0,Active,588
C02904,2025-08-01,,Standard,United Kingdom,34,49,UPI,Paid Search,Annual,3,2.93,35,0,Active,588
C02905,2025-09-24,2025-12-20,Basic,United States,38,19,PayPal,Email,Monthly,1,15.79,34,1,Churned,228
C02906,2024-11-24,,Standard,United States,61,49,UPI,Partner,Annual,1,8.29,10,0,Active,588
C02907,2024-04-06,,Standard,United States,28,49,Credit Card,Partner,Annual,2,18.94,31,0,Active,588
C02908,2025-03-05,,Basic,India,37,19,PayPal,Organic Search,Monthly,2,9.24,18,0,Active,228
C02909,2025-03-27,,Basic,Germany,62,19,Debit Card,Social Media,Monthly,1,1.98,17,0,Active,228
C02910,2025-02-01,,Premium,Canada,32,99,UPI,Partner,Annual,1,19.6,20,0,Active,1188
C02911,2026-04-01,,Basic,Germany,18,19,UPI,Social Media,Annual,0,7.77,7,0,Active,228
C02912,2026-04-18,,Basic,Germany,26,19,PayPal,Paid Search,Annual,4,12.51,1,0,Active,228
C02913,2024-04-13,2025-06-01,Standard,Germany,45,49,UPI,Email,Annual,4,9.62,34,1,Churned,588
C02914,2026-01-11,,Premium,United States,46,99,UPI,Paid Search,Annual,0,11.45,1,0,Active,1188
C02915,2025-04-22,,Standard,Australia,32,49,UPI,Organic Search,Annual,5,13.09,4,0,Active,588
C02916,2024-09-26,,Standard,Germany,31,49,PayPal,Partner,Annual,2,15.31,32,0,Active,588
C02917,2025-01-30,,Basic,United States,44,19,PayPal,Social Media,Monthly,0,11.48,16,0,Active,228
C02918,2026-03-20,,Basic,Germany,59,19,UPI,Partner,Monthly,3,8.8,3,0,Active,228
C02919,2025-03-11,,Premium,United Kingdom,45,99,Debit Card,Referral,Monthly,1,14.61,19,0,Active,1188
C02920,2024-10-25,,Standard,Germany,48,49,UPI,Email,Monthly,3,9.82,9,0,Active,588
C02921,2025-10-25,,Basic,Germany,40,19,PayPal,Organic Search,Annual,2,20.2,8,0,Active,228
C02922,2024-07-07,2024-08-15,Standard,Germany,47,49,UPI,Partner,Monthly,0,14.88,34,1,Churned,588
C02923,2024-11-01,,Premium,India,34,99,UPI,Partner,Monthly,2,11.3,26,0,Active,1188
C02924,2024-10-06,,Premium,United Kingdom,48,99,Debit Card,Email,Monthly,0,9.98,22,0,Active,1188
C02925,2026-02-08,,Basic,Australia,53,19,Debit Card,Email,Monthly,0,6.09,29,0,Active,228
C02926,2024-08-17,,Standard,United Kingdom,58,49,UPI,Social Media,Monthly,3,9.12,21,0,Active,588
C02927,2026-04-21,,Basic,Canada,30,19,PayPal,Email,Annual,2,14.8,12,0,Active,228
C02928,2024-07-30,,Basic,Germany,19,19,UPI,Email,Annual,2,12.62,15,0,Active,228
C02929,2024-07-09,,Standard,Canada,32,49,Credit Card,Partner,Annual,2,11.67,22,0,Active,588
C02930,2025-05-29,,Basic,United States,51,19,Credit Card,Social Media,Annual,1,7.2,6,0,Active,228
C02931,2024-05-30,,Basic,India,25,19,Credit Card,Paid Search,Annual,1,0.0,10,0,Active,228
C02932,2026-05-18,,Standard,Australia,57,49,Credit Card,Paid Search,Annual,4,7.47,15,0,Active,588
C02933,2026-02-02,,Premium,United States,49,99,Debit Card,Social Media,Monthly,2,15.45,13,0,Active,1188
C02934,2024-07-27,,Basic,United States,44,19,PayPal,Partner,Annual,1,24.95,32,0,Active,228
C02935,2025-05-10,,Basic,Germany,44,19,Debit Card,Social Media,Monthly,2,9.14,23,0,Active,228
C02936,2025-01-15,,Premium,Canada,22,99,PayPal,Organic Search,Annual,1,2.99,22,0,Active,1188
C02937,2025-03-28,,Standard,India,40,49,UPI,Paid Search,Monthly,3,19.29,25,0,Active,588
C02938,2025-12-23,2025-12-31,Standard,United States,38,49,PayPal,Partner,Monthly,3,16.32,12,1,Churned,588
C02939,2025-01-21,,Premium,United States,52,99,Debit Card,Email,Annual,0,2.7,16,0,Active,1188
C02940,2025-10-22,,Standard,India,32,49,Credit Card,Email,Annual,1,10.37,18,0,Active,588
C02941,2024-03-12,,Basic,Australia,40,19,UPI,Organic Search,Monthly,3,17.53,35,0,Active,228
C02942,2025-07-25,,Standard,Australia,30,49,Credit Card,Referral,Annual,5,2.47,25,0,Active,588
C02943,2024-09-23,,Basic,Germany,45,19,PayPal,Paid Search,Annual,1,9.63,2,0,Active,228
C02944,2024-07-15,,Premium,Australia,18,99,Debit Card,Email,Annual,2,10.62,24,0,Active,1188
C02945,2025-07-20,,Premium,India,20,99,PayPal,Paid Search,Monthly,2,8.29,4,0,Active,1188
C02946,2024-12-05,,Standard,United States,42,49,Debit Card,Partner,Monthly,0,10.39,13,0,Active,588
C02947,2024-07-08,,Basic,United States,45,19,Debit Card,Social Media,Annual,0,2.04,15,0,Active,228
C02948,2024-11-17,,Basic,India,20,19,UPI,Organic Search,Monthly,1,3.44,7,0,Active,228
C02949,2025-08-26,,Basic,India,25,19,Credit Card,Organic Search,Monthly,2,8.73,1,0,Active,228
C02950,2025-02-11,,Standard,Germany,19,49,Debit Card,Paid Search,Monthly,2,12.32,3,0,Active,588
C02951,2025-04-24,,Basic,Australia,51,19,Debit Card,Partner,Monthly,2,13.12,20,0,Active,228
C02952,2025-03-11,,Premium,Australia,61,99,UPI,Partner,Annual,2,8.61,12,0,Active,1188
C02953,2024-05-07,,Basic,United Kingdom,57,19,Credit Card,Email,Monthly,2,7.3,4,0,Active,228
C02954,2025-09-26,,Standard,United Kingdom,28,49,Credit Card,Paid Search,Monthly,1,15.46,15,0,Active,588
C02955,2026-05-29,,Premium,United States,34,99,PayPal,Email,Annual,2,16.22,28,0,Active,1188
C02956,2025-11-17,,Premium,United Kingdom,53,99,PayPal,Social Media,Monthly,1,4.62,11,0,Active,1188
C02957,2025-02-03,,Standard,United Kingdom,21,49,PayPal,Paid Search,Monthly,2,21.11,19,0,Active,588
C02958,2024-09-08,,Basic,India,43,19,PayPal,Social Media,Monthly,1,13.64,7,0,Active,228
C02959,2024-08-07,2025-07-24,Basic,United Kingdom,30,19,UPI,Referral,Monthly,1,14.44,12,1,Churned,228
C02960,2024-10-09,2025-10-02,Standard,Canada,51,49,Credit Card,Paid Search,Monthly,1,10.58,14,1,Churned,588
C02961,2025-04-27,,Standard,Germany,28,49,PayPal,Social Media,Monthly,4,11.64,14,0,Active,588
C02962,2026-02-27,,Basic,United States,38,19,UPI,Referral,Annual,1,11.29,3,0,Active,228
C02963,2025-12-02,,Premium,United States,27,99,UPI,Referral,Monthly,4,14.35,18,0,Active,1188
C02964,2026-06-13,,Standard,Canada,23,49,PayPal,Email,Annual,0,16.29,22,0,Active,588
C02965,2025-10-12,2025-12-10,Standard,Germany,30,49,Debit Card,Email,Monthly,3,5.78,1,1,Churned,588
C02966,2025-07-06,,Premium,Germany,58,99,Credit Card,Organic Search,Annual,7,6.16,6,0,Active,1188
C02967,2024-08-16,,Standard,United Kingdom,20,49,PayPal,Email,Annual,3,10.85,25,0,Active,588
C02968,2024-10-06,,Basic,India,56,19,UPI,Paid Search,Monthly,2,13.28,8,0,Active,228
C02969,2025-11-17,,Basic,United Kingdom,25,19,PayPal,Email,Monthly,2,14.6,14,0,Active,228
C02970,2025-08-09,,Basic,United Kingdom,52,19,UPI,Social Media,Monthly,4,4.85,21,0,Active,228
C02971,2024-06-05,,Basic,Australia,33,19,Debit Card,Social Media,Monthly,1,18.19,22,0,Active,228
C02972,2025-12-06,2025-12-31,Standard,Germany,39,49,UPI,Organic Search,Monthly,4,8.49,7,1,Churned,588
C02973,2025-03-04,,Basic,Canada,39,19,Credit Card,Organic Search,Annual,3,11.93,1,0,Active,228
C02974,2024-05-01,,Standard,United States,33,49,PayPal,Paid Search,Monthly,1,16.21,14,0,Active,588
C02975,2026-05-15,,Premium,India,61,99,PayPal,Referral,Monthly,2,0.13,10,0,Active,1188
C02976,2026-04-20,,Basic,United Kingdom,25,19,Credit Card,Organic Search,Annual,1,16.79,17,0,Active,228
C02977,2024-03-01,2024-07-21,Standard,United States,22,49,UPI,Email,Monthly,2,11.58,13,1,Churned,588
C02978,2024-05-09,2024-07-27,Basic,Australia,55,19,Debit Card,Organic Search,Monthly,5,11.44,1,1,Churned,228
C02979,2025-10-19,,Premium,India,43,99,Debit Card,Partner,Annual,2,8.74,12,0,Active,1188
C02980,2025-04-11,,Premium,United States,52,99,Credit Card,Social Media,Monthly,0,12.14,24,0,Active,1188
C02981,2024-12-22,,Standard,Canada,26,49,Credit Card,Email,Monthly,1,11.29,21,0,Active,588
C02982,2024-08-05,,Standard,United States,47,49,UPI,Social Media,Annual,3,12.97,13,0,Active,588
C02983,2026-02-02,,Basic,Australia,20,19,Credit Card,Referral,Annual,2,10.88,22,0,Active,228
C02984,2024-04-25,,Standard,Australia,60,49,PayPal,Paid Search,Monthly,0,14.65,40,0,Active,588
C02985,2025-02-22,2025-05-17,Basic,Australia,25,19,Credit Card,Paid Search,Monthly,0,6.91,19,1,Churned,228
C02986,2024-09-16,,Standard,United States,51,49,Debit Card,Social Media,Monthly,6,4.35,24,0,Active,588
C02987,2025-07-03,,Basic,United Kingdom,35,19,Debit Card,Paid Search,Monthly,2,11.85,16,0,Active,228
C02988,2025-03-23,,Premium,India,22,99,Debit Card,Email,Monthly,2,8.91,16,0,Active,1188
C02989,2024-06-27,,Basic,United Kingdom,59,19,UPI,Referral,Annual,2,13.31,9,0,Active,228
C02990,2025-03-11,,Basic,Australia,31,19,PayPal,Organic Search,Monthly,0,19.77,32,0,Active,228
C02991,2024-07-17,,Standard,Australia,32,49,UPI,Paid Search,Monthly,1,11.11,13,0,Active,588
C02992,2024-09-12,,Basic,Germany,54,19,Credit Card,Partner,Annual,2,8.49,5,0,Active,228
C02993,2026-03-13,2025-12-31,Premium,Germany,53,99,Credit Card,Email,Monthly,0,14.62,16,1,Churned,1188
C02994,2024-12-08,,Standard,Canada,58,49,Credit Card,Organic Search,Monthly,1,12.65,5,0,Active,588
C02995,2024-09-08,,Standard,Canada,46,49,Debit Card,Paid Search,Monthly,2,20.02,1,0,Active,588
C02996,2024-12-03,,Standard,Canada,64,49,UPI,Referral,Monthly,2,14.27,27,0,Active,588
C02997,2024-07-27,,Premium,United States,44,99,PayPal,Email,Monthly,3,16.91,10,0,Active,1188
C02998,2024-12-21,,Basic,Germany,57,19,UPI,Email,Monthly,1,20.34,36,0,Active,228
C02999,2024-05-11,,Basic,Germany,47,19,Credit Card,Social Media,Monthly,1,2.47,18,0,Active,228
C03000,2025-02-23,,Premium,United Kingdom,22,99,PayPal,Partner,Monthly,1,7.28,3,0,Active,1188
C03001,2025-04-04,,Standard,United Kingdom,18,49,Credit Card,Paid Search,Monthly,3,11.76,20,0,Active,588
C03002,2024-03-23,2024-12-19,Basic,Canada,23,19,Debit Card,Referral,Monthly,1,12.98,14,1,Churned,228
C03003,2024-07-01,,Standard,Canada,38,49,Credit Card,Referral,Monthly,2,18.04,19,0,Active,588
C03004,2024-06-02,,Standard,United States,40,49,UPI,Email,Monthly,0,20.22,5,0,Active,588
C03005,2024-10-09,,Basic,United States,30,19,UPI,Paid Search,Annual,0,18.69,23,0,Active,228
C03006,2024-08-06,,Standard,India,40,49,PayPal,Organic Search,Annual,0,10.31,24,0,Active,588
C03007,2024-12-15,,Basic,India,27,19,PayPal,Partner,Monthly,5,12.23,1,0,Active,228
C03008,2025-11-26,2025-12-26,Premium,United Kingdom,27,99,Debit Card,Organic Search,Monthly,2,10.17,17,1,Churned,1188
C03009,2024-10-10,,Standard,Australia,50,49,Debit Card,Organic Search,Monthly,4,13.23,35,0,Active,588
C03010,2025-11-01,,Basic,Canada,30,19,Debit Card,Paid Search,Monthly,1,8.46,17,0,Active,228
C03011,2025-06-18,,Basic,United Kingdom,63,19,PayPal,Partner,Monthly,2,12.26,13,0,Active,228
C03012,2025-06-19,2025-08-12,Standard,Australia,49,49,UPI,Social Media,Annual,0,20.28,1,1,Churned,588
C03013,2026-02-04,,Basic,United States,41,19,UPI,Email,Monthly,1,8.27,1,0,Active,228
C03014,2026-01-12,,Standard,Australia,60,49,Debit Card,Organic Search,Annual,0,9.6,4,0,Active,588
C03015,2025-06-04,,Premium,Germany,48,99,Credit Card,Paid Search,Monthly,2,0.84,19,0,Active,1188
C03016,2026-01-06,2025-12-31,Premium,United States,47,99,PayPal,Email,Monthly,3,9.1,5,1,Churned,1188
C03017,2026-02-11,,Basic,Canada,25,19,Credit Card,Partner,Annual,1,20.55,12,0,Active,228
C03018,2025-09-01,,Premium,Australia,28,99,Debit Card,Paid Search,Monthly,1,12.2,24,0,Active,1188
C03019,2025-05-11,,Standard,United Kingdom,51,49,UPI,Referral,Monthly,2,11.04,8,0,Active,588
C03020,2024-11-04,,Standard,India,24,49,Debit Card,Partner,Monthly,2,5.28,15,0,Active,588
C03021,2026-05-10,,Basic,Canada,45,19,PayPal,Email,Annual,1,15.93,1,0,Active,228
C03022,2025-02-14,,Basic,United States,43,19,UPI,Organic Search,Monthly,1,10.48,18,0,Active,228
C03023,2024-09-27,,Basic,Australia,61,19,Debit Card,Email,Monthly,2,23.89,18,0,Active,228
